scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr1,164779311,164801402,164791321,119,70,0.8333,1.2361,-0.1946,-0.0574,-0.0317
chr1,164801535,164862717,164834926,425,250,0.3333,21.6944,-0.9697,-0.5402,-0.3078
chr1,164860887,164874028,164866843,158,104,0.0,6.1667,-1.0,-0.4733,-0.2578
chr1,164876887,164937851,164908885,421,243,0.0,21.0,-1.0,-0.4335,-0.2734
chr1,164937529,165135789,165046252,2036,1258,12.4884,44.5093,-0.5618,-0.1667,-0.108
chr1,165023610,165033717,165083315,1287,768,5.3796,29.2685,-0.6895,-0.1845,-0.1183
chr1,165266186,165290877,165278836,257,161,2.0382,6.4549,-0.52,-0.1705,-0.1226
chr1,165340688,165363877,165351514,356,210,0.8368,0.4549,0.2957,0.0115,0.0074
chr1,165363599,165413869,165390861,762,494,3.8299,15.6215,-0.6062,-0.2017,-0.1318
chr1,165430830,165489799,165458686,888,589,4.0069,14.0486,-0.5562,-0.1262,-0.0863
chr1,165526946,165570350,165548067,777,435,3.0243,44.7535,-0.8734,-0.6116,-0.2885
chr1,165599333,165631350,165616905,506,309,2.2604,23.7396,-0.8261,-0.6979,-0.1981
chr1,165638425,165649046,165644941,170,96,0.0,4.8611,-1.0,-0.3798,-0.1949
chr1,165641260,165725996,165683493,1091,658,2.0208,17.2431,-0.7902,-0.2097,-0.122
chr1,165731976,165791302,165763878,800,513,8.2014,22.7222,-0.4696,-0.1979,-0.1267
chr1,165822400,165832503,165830796,53,41,1.5278,0.6944,0.375,0.1389,0.0754
chr1,165881746,165892832,165887857,138,89,1.5208,1.3542,0.058,0.0078,0.0061
chr1,165896725,166021539,165952517,812,492,0.5,48.5,-0.9796,-0.491,-0.2874
chr1,166083629,166139111,166112591,391,234,1.8819,11.0486,-0.7089,-0.1921,-0.1281
chr1,166139002,166220122,166177713,494,262,1.0556,7.2639,-0.7462,-0.107,-0.0725
chr1,166354967,166370096,166364100,133,93,0.0,15.0,-1.0,-1.1844,-0.4791
chr1,166576946,166735757,166664727,1784,1062,4.2292,41.1528,-0.8136,-0.2687,-0.1569
chr1,166699679,166709784,166719085,567,349,0.125,23.0556,-0.9892,-0.6061,-0.3352
chr1,166738663,166748770,166744382,38,22,0.0,0.0,nan,0.0,0.0
chr1,166744875,166754978,166750668,44,26,0.0,0.7222,-1.0,-0.4086,-0.1693
chr1,166859166,166869307,166863284,37,18,0.0208,0.8333,-0.9512,-0.3268,-0.2082
chr1,166875806,166885892,166881168,51,25,0.0,1.0,-1.0,-0.3709,-0.1851
chr1,167905266,167915376,167910240,153,93,1.1181,4.4236,-0.5965,-0.4074,-0.196
chr1,167905437,167915547,167910272,152,92,1.1181,4.4236,-0.5965,-0.4088,-0.1963
chr1,168011909,168144215,168077400,1369,779,9.6597,81.6597,-0.7884,-0.5682,-0.3009
chr1,168236945,168265099,168249600,260,146,0.0833,15.9583,-0.9896,-0.6375,-0.3565
chr1,168482399,168638419,168557970,1629,1077,8.9722,70.5,-0.7742,-0.4303,-0.2128
chr1,168840014,168869491,168856596,450,291,8.7431,18.0278,-0.3468,-0.2742,-0.1437
chr1,168864713,168881225,168871137,247,170,0.0,17.875,-1.0,-0.7389,-0.3877
chr1,169013178,169344156,169169059,2329,1378,3.875,156.0347,-0.9515,-0.5332,-0.3027
chr1,169106251,169116352,169235663,1474,842,0.5208,92.875,-0.9888,-0.5444,-0.3032
chr1,169365707,169583679,169469973,1953,1188,3.7708,97.8125,-0.9258,-0.5127,-0.2847
chr1,169603537,169613644,169611280,7,nan,nan,nan,nan,nan,nan
chr1,169706501,169778521,169741812,548,373,9.5799,9.5174,0.0033,0.0015,0.001
chr1,169793573,169838064,169815949,325,173,2.3785,8.4201,-0.5595,-0.2776,-0.1844
chr1,169842282,169923444,169879803,675,413,3.4468,18.2731,-0.6826,-0.3506,-0.2039
chr1,170279489,170690873,170483529,4192,2442,9.9062,93.7951,-0.8089,-0.2144,-0.1351
chr1,173629630,173777221,173708007,875,574,0.25,32.3194,-0.9846,-0.2148,-0.1463
chr1,173699185,173716775,173734878,530,345,0.0,17.5278,-1.0,-0.1833,-0.1303
chr1,173783697,173813657,173799295,215,141,3.75,5.7083,-0.207,-0.0786,-0.0463
chr1,173798091,173845535,173822940,271,163,3.5,9.0,-0.44,-0.1693,-0.1015
chr1,173835167,173896464,173867950,306,178,5.9167,7.0417,-0.0868,-0.0276,-0.0181
chr1,173837741,173847876,173869273,294,170,5.9167,7.0417,-0.0868,-0.0292,-0.0189
chr1,174089299,174105412,174098282,237,146,4.3472,1.0972,0.5969,0.169,0.1157
chr1,174246219,174272762,174260797,257,157,5.5833,1.6806,0.5373,0.1221,0.0953
chr1,174324321,174340200,174332549,257,150,1.75,2.5,-0.1765,-0.0331,-0.0239
chr1,174765958,174805432,174785267,426,253,2.4097,10.9792,-0.64,-0.1789,-0.1288
chr1,176028476,176038576,176033068,172,106,1.6806,5.1111,-0.5051,-0.2824,-0.1501
chr1,176852003,177057999,176962227,2413,1455,6.4306,100.8403,-0.8801,-0.3029,-0.1924
chr1,177479917,177490025,177485990,124,93,0.7639,0.8472,-0.0517,-0.0103,-0.0073
chr1,178135682,178145789,178139183,53,27,0.0,0.0556,-1.0,-0.0139,-0.0106
chr1,179086477,179096814,179091558,157,94,0.4444,3.6389,-0.7823,-0.197,-0.1337
chr1,180236500,180399049,180320054,1839,1162,9.9178,51.9595,-0.6794,-0.2016,-0.1403
chr1,180533284,180553777,180540695,212,131,2.7778,1.8611,0.1976,0.0533,0.0326
chr1,180791150,180811305,180800809,244,158,0.1806,36.1111,-0.99,-2.6656,-0.5321
chr1,180821596,180873436,180849908,478,241,0.4722,30.6667,-0.9697,-0.7762,-0.3943
chr1,180864248,180936941,180899212,652,393,0.2361,35.7361,-0.9869,-0.3751,-0.231
chr1,180867756,180877847,180901215,615,372,0.2361,33.0694,-0.9858,-0.3612,-0.2236
chr1,180927133,180953688,180941721,304,205,0.0,61.9167,-1.0,-1.8435,-0.5736
chr1,180928994,180939098,180941945,299,202,0.0,60.9167,-1.0,-1.8273,-0.5709
chr1,181039030,181553463,181290540,5508,3243,32.7697,123.1238,-0.5796,-0.1983,-0.1129
chr1,181586857,181596966,181591995,37,21,0.0,1.5417,-1.0,-0.4144,-0.2676
chr1,181590491,181600587,181595850,45,22,0.0,0.6667,-1.0,-0.257,-0.1601
chr1,181793053,181803115,181798124,62,33,0.3472,0.1042,0.5385,0.0889,0.0628
chr1,181901224,181930284,181915892,363,215,5.2083,1.1667,0.634,0.148,0.0924
chr1,181927461,182059680,181993494,1060,602,11.3333,11.2569,0.0034,0.0008,0.0005
chr1,181959798,181969903,182013646,754,443,9.4514,6.0069,0.2228,0.0507,0.0347
chr1,182053762,182101234,182072847,359,227,0.0,27.5556,-1.0,-1.2731,-0.5092
chr1,182109376,182175118,182146421,408,243,0.5,32.0833,-0.9693,-1.2143,-0.3994
chr1,182195858,182205975,182201426,26,12,0.0,0.8333,-1.0,-0.2335,-0.1846
chr1,182230547,182460993,182339750,1568,918,6.6354,68.5799,-0.8236,-0.5543,-0.2833
chr1,182426199,182436262,182441600,362,218,0.6319,2.0972,-0.5369,-0.0725,-0.0526
chr1,182490004,182565113,182526960,731,432,1.1806,17.3194,-0.8724,-0.2019,-0.1333
chr1,182921793,182932084,182930204,18,8,nan,nan,nan,nan,nan
chr1,182948308,182958420,182951482,109,79,0.4583,1.0417,-0.3889,-0.0456,-0.0325
chr1,183088689,183098801,183092459,51,31,0.0,1.5,-1.0,-0.2082,-0.1571
chr1,183214774,183324956,183269537,1190,777,0.2292,48.0833,-0.9905,-0.3894,-0.2082
chr1,183325101,183677278,183493123,2512,1522,9.7755,108.2477,-0.8343,-0.4675,-0.249
chr1,183649411,183666275,183664238,278,160,1.2361,11.7639,-0.8098,-0.7922,-0.2795
chr1,183667377,183689355,183677089,206,132,0.4444,18.0278,-0.9519,-1.2733,-0.4288
chr1,183705167,183751678,183729586,487,312,4.3889,12.125,-0.4685,-0.212,-0.1116
chr1,183744011,183840664,183790422,858,517,0.125,54.8333,-0.9955,-0.7953,-0.3954
chr1,183893702,184078681,183993444,1615,996,6.2506,61.0909,-0.8144,-0.516,-0.2685
chr1,184075613,184145623,184109681,718,443,3.8519,15.7269,-0.6065,-0.2536,-0.1494
chr1,184225606,184275055,184248822,599,351,1.2674,27.3368,-0.9114,-0.5747,-0.3168
chr1,184415860,184474324,184435386,228,129,0.0,15.4444,-1.0,-1.0558,-0.3275
chr1,184425753,184435888,184448402,122,72,0.0,13.0,-1.0,-2.1218,-0.4668
chr1,184476944,184536272,184505155,507,308,0.0,33.75,-1.0,-0.8591,-0.3581
chr1,184535193,184579081,184556575,456,301,1.4444,18.1528,-0.8526,-0.4911,-0.2461
chr1,184677615,184730737,184702132,591,376,3.4167,22.1319,-0.7325,-0.2766,-0.1584
chr1,184758630,184775114,184766528,213,144,0.4167,5.4306,-0.8575,-0.2366,-0.158
chr1,184776180,184793359,184783848,162,106,0.8819,3.9097,-0.6319,-0.2304,-0.1287
chr1,184958570,184969395,184964454,92,50,0.3333,0.75,-0.3846,-0.0581,-0.0467
chr1,184987199,185000455,184993131,206,142,1.2708,2.6875,-0.3579,-0.0714,-0.0449
chr1,185048610,185058717,185053288,55,26,0.0,0.0,nan,0.0,0.0
chr1,185553167,185563470,nan,0,nan,nan,nan,nan,nan,nan
chr1,185598364,185930466,185762601,3558,2195,6.6944,188.8056,-0.9315,-0.5904,-0.3164
chr1,185626389,185636468,185778194,3223,1972,6.0486,159.4514,-0.9269,-0.5573,-0.3042
chr1,186316519,186327503,186322020,157,86,0.0,5.2222,-1.0,-0.3272,-0.198
chr1,186350807,186381974,186365725,280,178,0.4213,3.088,-0.7599,-0.1771,-0.1211
chr1,186382734,186466227,186431431,952,589,1.4167,36.6458,-0.9256,-0.3567,-0.2246
chr1,186460616,186503303,186481695,743,468,1.7292,42.3056,-0.9215,-0.8732,-0.3677
chr1,186521287,186793648,186649057,1144,631,0.2222,88.6528,-0.995,-0.8864,-0.4013
chr1,186896845,186906949,186901920,50,19,0.0,1.8333,-1.0,-0.6929,-0.381
chr1,186917042,187136413,187021981,1108,647,1.0833,87.8125,-0.9756,-0.7288,-0.3952
chr1,187300475,187472206,187384891,927,518,1.0,39.9028,-0.9511,-0.4416,-0.2254
chr1,187499091,187544185,187522578,388,206,1.625,8.9167,-0.6917,-0.1751,-0.1271
chr1,187516946,187527249,187533630,232,123,0.3333,4.6667,-0.8667,-0.174,-0.1279
chr1,187539208,187566513,187551446,263,157,1.3333,4.0,-0.5,-0.1175,-0.0785
chr1,187554054,187584964,187569759,270,172,1.8542,2.1736,-0.0793,-0.0173,-0.0115
chr1,187599599,187615630,187607540,254,152,0.4236,5.0972,-0.8465,-0.2185,-0.1376
chr1,187729691,187833178,187796784,523,308,0.9792,6.4931,-0.7379,-0.1182,-0.0832
chr1,187839126,187849209,187843734,83,41,0.2222,0.6667,-0.5,-0.1229,-0.0631
chr1,187839613,187874123,187862153,368,214,1.5185,3.463,-0.3903,-0.0744,-0.0472
chr1,187857577,188136994,187941201,931,506,3.2963,22.2685,-0.7421,-0.2075,-0.1228
chr1,188139323,188210309,188174689,445,241,3.8889,11.5833,-0.4973,-0.2672,-0.1293
chr1,188255825,188384910,188322759,778,433,1.7083,21.2083,-0.8509,-0.2357,-0.1514
chr1,188384128,188410199,188396673,345,217,1.4653,6.2569,-0.6205,-0.1462,-0.0965
chr1,188410043,188447822,188427904,249,144,0.0,7.25,-1.0,-0.3383,-0.2041
chr1,188556071,188746456,188637317,1245,733,1.3472,64.5069,-0.9591,-0.3926,-0.2419
chr1,188605713,188630060,188667181,816,486,0.5208,47.9028,-0.9785,-0.3896,-0.2445
chr1,188705547,188715666,188729310,233,115,0.4097,10.8194,-0.927,-0.4109,-0.2497
chr1,188953935,188964052,188958616,96,66,1.3125,0.75,0.2727,0.0578,0.0369
chr1,188985641,189006131,188996340,254,149,1.5625,3.3542,-0.3644,-0.083,-0.0598
chr1,189035155,189220418,189122374,1320,796,0.4792,62.3333,-0.9847,-0.3036,-0.1794
chr1,189565948,189621820,189590508,642,407,3.5278,6.8264,-0.3186,-0.0653,-0.0438
chr1,190275753,190337425,190306667,659,420,5.9757,10.1632,-0.2595,-0.0725,-0.0453
chr1,190391192,190707427,190560528,3738,2286,8.6667,195.6667,-0.9152,-0.5841,-0.3119
chr1,190526965,190537048,190624033,2258,1369,4.3542,81.1181,-0.8981,-0.3884,-0.235
chr1,190712729,191028104,190866607,2680,1717,8.0856,69.9259,-0.7927,-0.1857,-0.1213
chr1,191329042,191339104,191335400,63,34,0.8333,1.5,-0.2857,-0.0934,-0.0489
chr1,191572611,191582754,191577765,138,84,0.0,1.1667,-1.0,-0.0475,-0.0323
chr1,192032543,192240483,192135799,2483,1608,18.5509,39.4329,-0.3601,-0.0918,-0.0596
chr1,192350402,192395111,192372732,582,347,4.2292,12.7847,-0.5029,-0.1502,-0.0966
chr1,192394566,192464873,192429612,732,436,1.3611,5.6736,-0.613,-0.0549,-0.0369
chr1,192517165,192536263,192526215,77,54,0.0,4.1667,-1.0,-0.3257,-0.1778
chr1,192528069,192538172,192533958,44,29,0.0,0.0,nan,0.0,0.0
chr1,192531917,192553278,192544559,179,99,0.0,6.0,-1.0,-0.2957,-0.1708
chr1,192546608,192556714,192550835,101,54,0.0,3.0,-1.0,-0.2291,-0.1443
chr1,192552687,193335789,192947044,4480,2632,2.0938,244.1493,-0.983,-0.5277,-0.2804
chr1,193461874,193471936,193465344,19,12,0.0,0.3333,-1.0,-0.1003,-0.0807
chr1,193533374,193631672,193581609,507,292,0.0,24.0,-1.0,-0.2799,-0.1648
chr1,193588118,193598237,193612287,219,126,0.0,9.0,-1.0,-0.2348,-0.1421
chr1,193637678,193647809,193644460,70,43,0.0,2.1667,-1.0,-0.1751,-0.1112
chr1,193641632,193667793,193655404,225,135,1.5417,1.6667,-0.039,-0.004,-0.0026
chr1,193675786,193701135,193690905,214,140,4.6875,0.0,1.0,0.2301,0.1181
chr1,193693594,193703674,193698470,129,91,3.1875,0.0,1.0,0.2506,0.1226
chr1,193696084,193706167,193699213,123,86,2.1875,0.0,1.0,0.1935,0.097
chr1,193696615,193706697,193699548,110,74,2.1875,0.0,1.0,0.2197,0.1273
chr1,193696618,193706696,193699575,109,73,2.1875,0.0,1.0,0.2197,0.1275
chr1,193704656,193754723,193735836,272,160,10.875,0.0,1.0,0.4119,0.2071
chr1,193745703,193782722,193756059,151,80,7.4167,0.0,1.0,0.3781,0.2149
chr1,193763066,193773199,193771076,40,23,1.0,0.0,1.0,0.2001,0.1213
chr1,193780662,193790971,193789723,18,11,1.0,0.0,1.0,0.7042,0.2306
chr1,193787170,193858354,193827626,319,183,13.375,2.0,0.7398,0.317,0.1718
chr1,193962161,194070654,194019753,685,329,5.7014,19.125,-0.5407,-0.1942,-0.1122
chr1,194071845,194092392,194081747,291,167,1.0208,16.7292,-0.885,-0.7577,-0.3463
chr1,194082465,194376783,194232674,1825,1132,7.963,75.6574,-0.8095,-0.4446,-0.2416
chr1,194489864,194512885,194500964,185,121,0.0,7.8333,-1.0,-0.3572,-0.211
chr1,194878200,194899104,194889643,249,165,1.1042,15.5486,-0.8674,-0.5174,-0.2786
chr1,194933360,194943465,194940729,41,28,0.0,1.0,-1.0,-0.2354,-0.1429
chr1,194934544,195027290,194985548,844,581,2.0417,23.4583,-0.8399,-0.2303,-0.1469
chr1,195086049,195144440,195112453,652,447,1.9699,45.9005,-0.9177,-0.5221,-0.2836
chr1,195110921,195123772,195124616,336,231,0.6366,23.2894,-0.9468,-0.4635,-0.2699
chr1,195136862,195759369,195411763,4605,2827,4.809,171.8616,-0.9456,-0.3301,-0.2105
chr1,195188855,195198962,195444189,4079,2478,4.6875,148.5486,-0.9388,-0.3345,-0.2118
chr1,195406982,195417092,195562878,2225,1323,3.0,69.5,-0.9172,-0.2883,-0.1839
chr1,195412709,195422819,195568004,2153,1277,2.9861,66.0833,-0.9135,-0.2818,-0.1801
chr1,195776169,195786265,195782215,48,27,0.0,0.8333,-1.0,-0.172,-0.1306
chr1,195794827,195820923,195809063,303,184,0.3403,7.0,-0.9073,-0.1954,-0.1353
chr1,195823922,195834028,195831061,56,29,0.0,0.0,nan,0.0,0.0
chr1,195847151,195893533,195875100,349,230,0.0,16.6667,-1.0,-0.7015,-0.3708
chr1,195924944,195951575,195935731,202,114,0.2292,3.8889,-0.8887,-0.2599,-0.1614
chr1,195977515,196092159,196029993,789,472,0.0833,27.0,-0.9938,-0.2232,-0.141
chr1,196048943,196059041,196067318,270,161,0.0,5.0,-1.0,-0.1049,-0.0776
chr1,196074700,196084997,196084518,94,57,0.0,0.0,nan,0.0,0.0
chr1,196151250,196161357,196154426,24,13,0.0,1.1667,-1.0,-0.3721,-0.2552
chr1,196263244,196300407,196281620,285,170,2.5845,5.5185,-0.3621,-0.1561,-0.0922
chr1,196324353,196362127,196342467,407,253,2.7222,4.7222,-0.2687,-0.0628,-0.0412
chr1,196356280,196366401,196360503,107,66,1.4583,2.2917,-0.2222,-0.1093,-0.0625
chr1,196414414,196445601,196431279,348,207,0.2917,6.3333,-0.9119,-0.1587,-0.1114
chr1,196511721,196546900,196530572,352,204,2.375,3.5694,-0.2009,-0.0341,-0.0203
chr1,196562031,196710712,196649287,675,340,0.875,12.0694,-0.8648,-0.2612,-0.1399
chr1,197081670,197111889,197095692,302,190,1.4167,7.0833,-0.6667,-0.164,-0.1165
chr1,197544999,197701387,197638402,1321,810,1.0625,40.2639,-0.9486,-0.3047,-0.1878
chr1,197654323,197664629,197677138,524,330,0.2083,12.0556,-0.966,-0.2173,-0.1286
chr1,197718022,197771804,197744767,447,245,0.3333,2.6667,-0.7778,-0.0503,-0.0376
chr1,197753884,197764178,197764682,143,76,0.0,0.6667,-1.0,-0.0456,-0.0336
chr1,197761797,197829434,197794793,576,306,1.5,1.25,0.0909,0.004,0.0033
chr1,197819729,197832057,197824989,147,79,1.5,1.6944,-0.0609,-0.0188,-0.0135
chr1,197884627,197906095,197893679,304,185,5.1319,5.9167,-0.071,-0.0257,-0.0178
chr1,197907639,197940237,197922205,298,190,2.3264,4.7847,-0.3457,-0.0956,-0.0672
chr1,197989142,198041457,198019453,684,413,4.2847,18.6181,-0.6258,-0.2432,-0.1502
chr1,198033049,198115644,198073643,948,548,3.8958,15.1042,-0.5899,-0.1588,-0.1094
chr1,198133669,198161510,198149112,372,214,0.0764,11.7292,-0.9871,-0.5434,-0.2922
chr1,198190355,198235333,198206886,226,148,0.0,12.8889,-1.0,-0.6797,-0.3652
chr1,198232178,198259893,198248238,245,152,0.0556,22.2778,-0.995,-0.9752,-0.4465
chr1,198251416,198516685,198375950,1499,871,5.3611,57.5694,-0.8296,-0.3467,-0.2138
chr1,198505927,198541888,198527286,580,339,0.3056,24.7083,-0.9756,-0.4368,-0.2618
chr1,198571104,198581205,198575362,21,14,0.0,0.0,nan,0.0,0.0
chr1,198910714,198991694,198966671,670,394,2.5833,11.7083,-0.6385,-0.158,-0.1074
chr1,199424169,199434272,199430677,38,23,0.1458,0.0,1.0,0.0399,0.0286
chr1,199444754,199471641,199458301,284,180,0.2569,7.8125,-0.9363,-0.4188,-0.1513
chr1,199484176,199518677,199499291,201,121,0.1806,3.7083,-0.9071,-0.1641,-0.0793
chr1,199547835,199612988,199588952,615,383,1.0938,21.184,-0.9018,-0.4495,-0.236
chr1,199608574,199759424,199672672,884,537,0.125,59.0347,-0.9958,-0.8403,-0.3996
chr1,199684455,199694522,199725028,288,178,0.1042,28.5625,-0.9927,-1.2275,-0.5007
chr1,199772044,199885153,199823273,611,367,0.1875,36.5764,-0.9898,-0.6846,-0.3678
chr1,199889545,199963128,199925123,443,269,6.2882,17.8507,-0.479,-0.2471,-0.151
chr1,199970435,200056782,200010778,965,552,5.8194,20.6528,-0.5603,-0.1521,-0.1036
chr1,200118328,200144448,200132746,298,163,1.3293,6.055,-0.64,-0.2512,-0.1519
chr1,200154637,200252541,200203486,1272,773,6.2951,59.3924,-0.8083,-0.5876,-0.2773
chr1,200253895,200452570,200352386,1568,926,3.1042,61.1458,-0.9034,-0.2701,-0.1661
chr1,200539427,200592672,200562418,462,268,1.6354,17.7118,-0.8309,-0.4355,-0.2479
chr1,200701934,200745599,200725067,214,146,3.6042,3.8125,-0.0281,-0.008,-0.006
chr1,200718176,200728295,200733717,133,86,0.1667,3.3333,-0.9048,-0.2234,-0.1613
chr1,200749603,200815009,200785565,803,487,3.4167,30.5694,-0.7989,-0.4663,-0.2264
chr1,200847467,200876278,200864012,317,176,1.0556,7.0625,-0.7399,-0.3355,-0.1745
chr1,200869032,200893668,200879611,330,186,3.0382,3.691,-0.097,-0.0322,-0.0181
chr1,201548554,201558661,201553822,101,64,2.2951,0.2326,0.8159,0.2952,0.214
chr1,201690044,201781086,201728701,1069,630,4.2431,19.7014,-0.6456,-0.2361,-0.1331
chr1,201825379,201875919,201849687,253,146,2.6875,8.4514,-0.5175,-0.2436,-0.1461
chr1,201993037,202003140,201997284,74,52,0.7407,0.4213,0.2749,0.0721,0.0472
chr1,201994229,202034218,202017620,481,272,3.1296,14.0185,-0.635,-0.398,-0.1999
chr1,202099356,202129077,202116728,243,172,2.7535,9.3438,-0.5448,-0.1938,-0.1132
chr1,202217809,202274035,202247156,566,345,3.7934,6.3316,-0.2507,-0.0556,-0.0399
chr1,202310270,202470891,202386880,1982,1198,15.559,34.3368,-0.3763,-0.1538,-0.0886
chr1,202677674,202687777,202682491,148,76,0.0,2.9028,-1.0,-0.3543,-0.1871
chr1,202768804,203108395,202930962,4926,2978,31.2662,76.9676,-0.4222,-0.1141,-0.0743
chr1,202800640,202810742,202942433,4557,2757,28.2836,75.0613,-0.4526,-0.1259,-0.082
chr1,202953803,202964088,203027505,1974,1186,14.4317,38.5775,-0.4555,-0.1318,-0.0864
chr1,203016964,203027071,203059479,1114,676,7.8762,19.3137,-0.4207,-0.1139,-0.0754
chr1,203358881,203368999,nan,0,nan,nan,nan,nan,nan,nan
chr1,204152900,204163008,204159533,88,43,0.0,2.125,-1.0,-0.3631,-0.1939
chr1,204189499,204199604,204194905,173,106,1.3611,3.0278,-0.3797,-0.1011,-0.0669
chr1,204307105,204351115,204330492,393,229,0.0833,21.1042,-0.9921,-0.6888,-0.356
chr1,204440788,204519996,204487721,841,486,3.2986,24.3333,-0.7612,-0.3601,-0.1914
chr1,204575056,204591161,204582617,241,147,0.4792,6.6806,-0.8661,-0.4021,-0.2442
chr1,204785020,204812714,204798934,253,151,2.75,2.0,0.1579,0.0179,0.0147
chr1,204815590,204825703,204817352,41,23,0.0,0.5,-1.0,-0.1387,-0.1042
chr1,204820702,204830821,nan,0,nan,nan,nan,nan,nan,nan
chr1,204825144,204835263,nan,0,nan,nan,nan,nan,nan,nan
chr1,204828014,204838133,nan,0,nan,nan,nan,nan,nan,nan
chr1,204832418,204842537,nan,0,nan,nan,nan,nan,nan,nan
chr1,204835266,204845385,nan,0,nan,nan,nan,nan,nan,nan
chr1,204914979,204936672,204926616,350,206,1.5694,8.8889,-0.6999,-0.2153,-0.1353
chr1,205424182,205468375,205448898,491,315,7.2153,3.7778,0.3127,0.1012,0.0703
chr1,205478068,205503984,205488036,244,173,1.0833,1.7222,-0.2277,-0.0388,-0.0273
chr1,205569593,205579868,205574206,160,104,1.4931,2.8681,-0.3153,-0.071,-0.0502
chr1,205582555,205597341,205590072,173,108,0.25,3.4028,-0.8631,-0.1956,-0.1287
chr1,205591514,205675529,205634875,672,406,0.5,11.4167,-0.9161,-0.1411,-0.1059
chr1,205693020,205703172,205698275,70,48,0.3385,1.3594,-0.6012,-0.0901,-0.0682
chr1,205708656,205718774,205714282,127,81,0.3333,2.0,-0.7143,-0.1071,-0.0823
chr1,205747298,205780556,205766837,392,253,2.2118,8.8021,-0.5984,-0.1922,-0.1235
chr1,205782932,205830116,205810315,656,401,4.9514,5.3611,-0.0397,-0.0073,-0.0054
chr1,206213984,206224043,206218330,53,32,0.0,1.8333,-1.0,-0.4003,-0.259
chr1,206219376,206448255,206329777,3303,2052,16.684,55.5382,-0.538,-0.134,-0.0898
chr1,206476559,206627087,206551268,1859,1168,13.6076,40.6285,-0.4982,-0.165,-0.1047
chr1,206840808,206903584,206874619,790,491,3.7847,26.1458,-0.7471,-0.4122,-0.1912
chr1,206899372,206923574,206911233,351,206,0.9757,4.2812,-0.6288,-0.1612,-0.0996
chr1,206960880,207025188,206990600,824,479,5.3333,8.2431,-0.2143,-0.0521,-0.0369
chr1,207033859,207043968,207039862,123,81,0.5417,2.5903,-0.6541,-0.2128,-0.1437
chr1,207050894,207092070,207071404,662,388,2.316,6.5243,-0.476,-0.0997,-0.0636
chr1,207107897,207118189,207111209,61,33,0.0,0.1944,-1.0,-0.0585,-0.0328
chr1,207120334,207205155,207160527,843,524,3.9983,46.3281,-0.8411,-0.546,-0.2837
chr1,207195378,207225823,207207535,239,151,0.1597,17.7708,-0.9822,-1.1276,-0.4363
chr1,207234233,207263014,207248964,443,275,2.682,13.248,-0.6633,-0.4824,-0.2172
chr1,207376911,207443542,207412516,907,536,2.3229,18.9618,-0.7817,-0.2159,-0.1343
chr1,207445088,207473354,207457308,232,128,3.3472,2.9306,0.0664,0.0169,0.0128
chr1,207463443,207513344,207489231,428,237,3.1944,6.3125,-0.328,-0.1047,-0.06
chr1,207502925,207513036,207505985,69,39,0.0139,0.0486,-0.5556,-0.0076,-0.0056
chr1,207555224,207567402,207560875,122,84,0.0,3.5833,-1.0,-0.2193,-0.1471
chr1,207557618,207582320,207567800,207,135,0.0625,7.6875,-0.9839,-0.309,-0.2057
chr1,207583271,207653882,207616985,555,318,0.125,21.5139,-0.9884,-0.4901,-0.2913
chr1,207752993,207853557,207801994,806,483,1.2569,26.8889,-0.9107,-0.3184,-0.2022
chr1,207854604,208086376,207984352,2216,1298,13.5556,62.3958,-0.643,-0.3822,-0.2026
chr1,207900413,207910482,207998423,1972,1152,7.6389,56.5625,-0.762,-0.4635,-0.2332
chr1,208044856,208055057,208065928,532,324,1.8924,13.8368,-0.7594,-0.4045,-0.1957
chr1,208431436,208441728,208436712,76,46,0.0,0.0,nan,0.0,0.0
chr1,208599873,208782185,208688068,2995,1902,14.5735,71.5804,-0.6617,-0.2174,-0.146
chr1,208898462,208908567,208902618,84,58,0.0,3.3333,-1.0,-0.271,-0.1611
chr1,209060462,209073604,209067702,170,90,0.1042,1.8611,-0.894,-0.1205,-0.0762
chr1,209085758,209095920,209091938,80,44,1.3333,0.1667,0.7778,0.1908,0.1531
chr1,209201730,209240037,209223084,453,274,2.8333,2.8611,-0.0049,-0.0006,-0.0004
chr1,209236159,209554801,209388820,3757,2297,36.9161,55.2772,-0.1992,-0.0695,-0.0456
chr1,209578439,209640248,209613384,721,454,14.3611,37.9444,-0.4509,-0.372,-0.1808
chr1,209729600,209739754,209732116,49,24,0.0,0.5,-1.0,-0.0606,-0.0507
chr1,209917864,209980261,209948955,771,472,8.2465,14.2882,-0.2681,-0.1208,-0.0673
chr1,210188132,210605782,210413117,4215,2486,35.912,79.8808,-0.3797,-0.122,-0.0806
chr1,210640235,210660897,210648619,105,70,1.2917,1.4583,-0.0606,-0.0134,-0.0098
chr1,210658382,210752384,210702467,847,529,5.5197,9.7419,-0.2767,-0.0681,-0.0423
chr1,210857796,210867925,210861889,78,41,0.75,0.3333,0.3846,0.0695,0.05
chr1,211112527,211122629,211118234,88,49,0.1667,1.7222,-0.8235,-0.1843,-0.1105
chr1,211179026,211189329,211183489,169,108,2.0208,1.9583,0.0157,0.0036,0.0024
chr1,211408662,211418797,211412840,81,50,0.0,2.1667,-1.0,-0.1794,-0.139
